Publication ID,Journal,Authors,Title,Abstract,Genes,Drugs,Diseases
35272709,Transl Neurodegener,"['Kim D', 'Kim S', 'Sung A', 'Patel N', 'Wong N', 'Conboy MJ', 'Conboy IM']",Autologous treatment for ALS with implication for broad neuroprotection.,"BACKGROUND: Amyotrophic lateral sclerosis (ALS) is characterized by a progressive loss of motor neurons (MNs), leading to paralysis, respiratory failure and death within 2-5 years of diagnosis. The exact mechanisms of sporadic ALS, which comprises 90% of all cases, remain unknown. In familial ALS, mutations in superoxide dismutase (SOD1) cause 10% of cases. METHODS: ALS patient-derived human-induced pluripotent stem cells (ALS hiPSCs, harboring the SOD1AV4 mutation), were differentiated to MNs (ALS-MNs). The neuroprotective effects of conditioned medium (CM) of hESCs (H9), wt hiPSCs (WTC-11) and the ALS iPSCs, on MN apoptosis and viability, formation and maintenance of neurites, mitochondrial activity and expression of inflammatory genes, were examined. For in vivo studies, 200 mul of CM from the ALS iPSCs (CS07 and CS053) was injected subcutaneously into the ALS model mice (transgenic for the human SOD1G93A mutation). Animal agility and strength, muscle innervation and mass, neurological score, onset of paralysis and lifespan of the ALS mice were assayed. After observing significant disease-modifying effects, the CM was characterized biochemically by fractionation, comparative proteomics, and epigenetic screens for the dependence on pluripotency. CM of fibroblasts that were differentiated from the wt hiPSCs lacked any neuroprotective activity and was used as a negative control throughout the studies. RESULTS: The secretome of PSCs including the ALS patient iPSCs was neuroprotective in the H2O2 model. In the model with pathogenic SOD1 mutation, ALS iPSC-CM attenuated all examined hallmarks of ALS pathology, rescued human ALS-MNs from denervation and death, restored mitochondrial health, and reduced the expression of inflammatory genes. The ALS iPSC-CM also improved neuro-muscular health and function, and delayed paralysis and morbidity in ALS mice. Compared side by side, cyclosporine (CsA), a mitochondrial membrane blocker that prevents the leakage of mitochondrial DNA, failed to avert the death of ALS-MNs, although CsA and ALS iPSC-CM equally stabilized MN mitochondria and attenuated inflammatory genes. Biochemical characterization, comparative proteomics, and epigenetic screen all suggested that it was the interactome of several key proteins from different fractions of PSC-CM that delivered the multifaceted neuroprotection. CONCLUSIONS: This work introduces and mechanistically characterizes a new biologic for treating ALS and other complex neurodegenerative diseases.","['SOD1', 'SOD1']","['H2O2', 'cyclosporine', 'CsA', 'CsA']","['ALS', 'Amyotrophic lateral sclerosis', 'ALS', 'paralysis', 'respiratory failure', 'death', 'sporadic ALS', 'familial ALS', 'ALS', 'ALS', 'ALS-MNs', 'ALS', 'MN', 'inflammatory', 'ALS', 'ALS', 'paralysis', 'ALS', 'ALS', 'ALS', 'ALS', 'ALS-MNs', 'death', 'inflammatory', 'ALS', 'paralysis', 'ALS', 'death', 'ALS-MNs', 'ALS', 'MN', 'inflammatory', 'ALS', 'neurodegenerative diseases']"
34557668,Brain Commun,"['Lubben N', 'Ensink E', 'Coetzee GA', 'Labrie V']",The enigma and implications of brain hemispheric asymmetry in neurodegenerative diseases.,"The lateralization of the human brain may provide clues into the pathogenesis and progression of neurodegenerative diseases. Though differing in their presentation and underlying pathologies, neurodegenerative diseases are all devastating and share an intriguing theme of asymmetrical pathology and clinical symptoms. Parkinson's disease, with its distinctive onset of motor symptoms on one side of the body, stands out in this regard, but a review of the literature reveals asymmetries in several other neurodegenerative diseases. Here, we review the lateralization of the structure and function of the healthy human brain and the common genetic and epigenetic patterns contributing to the development of asymmetry in health and disease. We specifically examine the role of asymmetry in Parkinson's disease, Alzheimer's disease, amyotrophic lateral sclerosis, and multiple sclerosis, and interrogate whether these imbalances may reveal meaningful clues about the origins of these diseases. We also propose several hypotheses for how lateralization may contribute to the distinctive and enigmatic features of asymmetry in neurodegenerative diseases, suggesting a role for asymmetry in the choroid plexus, neurochemistry, protein distribution, brain connectivity and the vagus nerve. Finally, we suggest how future studies may reveal novel insights into these diseases through the lens of asymmetry.",[],[],"['asymmetry', 'neurodegenerative diseases', 'neurodegenerative diseases', 'neurodegenerative diseases', ""Parkinson's disease"", 'neurodegenerative diseases', 'asymmetry', 'asymmetry', ""Parkinson's disease"", ""Alzheimer's disease"", 'amyotrophic lateral sclerosis', 'multiple sclerosis', 'asymmetry', 'neurodegenerative diseases', 'asymmetry', 'asymmetry']"
31380411,Neurosci J,"['Kakaroubas N', 'Brennan S', 'Keon M', 'Saksena NK']",Pathomechanisms of Blood-Brain Barrier Disruption in ALS.,"The blood-brain barrier (BBB) and the blood-spinal cord barrier (BSCB) are responsible for controlling the microenvironment within neural tissues in humans. These barriers are fundamental to all neurological processes as they provide the extreme nutritional demands of neural tissue, remove wastes, and maintain immune privileged status. Being a semipermeable membrane, both the BBB and BSCB allow the diffusion of certain molecules, whilst restricting others. In amyotrophic lateral sclerosis (ALS) and other neurodegenerative diseases, these barriers become hyperpermeable, allowing a wider variety of molecules to pass through leading to more severe and more rapidly progressing disease. The intention of this review is to discuss evidence that BBB hyperpermeability is potentially a disease driving feature in ALS and other neurodegenerative diseases. The various biochemical, physiological, and genomic factors that can influence BBB permeability in ALS and other neurodegenerative diseases are also discussed, in addition to novel therapeutic strategies centred upon the BBB.",[],[],"['ALS', 'amyotrophic lateral sclerosis', 'ALS', 'neurodegenerative diseases', 'ALS', 'neurodegenerative diseases', 'ALS', 'neurodegenerative diseases']"
33071748,Front Neurosci,"['Martier R', 'Konstantinova P']",Gene Therapy for Neurodegenerative Diseases: Slowing Down the Ticking Clock.,"Gene therapy is an emerging and powerful therapeutic tool to deliver functional genetic material to cells in order to correct a defective gene. During the past decades, several studies have demonstrated the potential of AAV-based gene therapies for the treatment of neurodegenerative diseases. While some clinical studies have failed to demonstrate therapeutic efficacy, the use of AAV as a delivery tool has demonstrated to be safe. Here, we discuss the past, current and future perspectives of gene therapies for neurodegenerative diseases. We also discuss the current advances on the newly emerging RNAi-based gene therapies which has been widely studied in preclinical model and recently also made it to the clinic.",[],[],"['Neurodegenerative Diseases', 'neurodegenerative diseases', 'neurodegenerative diseases']"
35952982,Transl Res,"['Anderson FL', 'Biggs KE', 'Rankin BE', 'Havrda MC']",- No Title -,,[],[],[]
37323141,Front Aging Neurosci,"['Khatoon S', 'Kalam N', 'Rashid S', 'Bano G']",Effects of gut microbiota on neurodegenerative diseases.,"A progressive degradation of the brain's structure and function, which results in a reduction in cognitive and motor skills, characterizes neurodegenerative diseases (NDs) such as Alzheimer's disease (AD), Parkinson's disease (PD), Amyotrophic lateral sclerosis (ALS), and Huntington's disease (HD). The morbidity linked to NDs is growing, which poses a severe threat to human being's mental and physical ability to live well. The gut-brain axis (GBA) is now known to have a crucial role in the emergence of NDs. The gut microbiota is a conduit for the GBA, a two-way communication system between the gut and the brain. The myriad microorganisms that make up the gut microbiota can affect brain physiology by transmitting numerous microbial chemicals from the gut to the brain via the GBA or neurological system. The synthesis of neurotransmitters, the immunological response, and the metabolism of lipids and glucose have all been demonstrated to be impacted by alterations in the gut microbiota, such as an imbalance of helpful and harmful bacteria. In order to develop innovative interventions and clinical therapies for NDs, it is crucial to comprehend the participation of the gut microbiota in these conditions. In addition to using antibiotics and other drugs to target particular bacterial species that may be a factor in NDs, this also includes using probiotics and other fecal microbiota transplantation to maintain a healthy gut microbiota. In conclusion, the examination of the GBA can aid in understanding the etiology and development of NDs, which may benefit the improvement of clinical treatments for these disorders and ND interventions. This review indicates existing knowledge about the involvement of microbiota present in the gut in NDs and potential treatment options.",[],"['lipids', 'glucose']","['neurodegenerative diseases', 'neurodegenerative diseases', 'NDs', ""Alzheimer's disease"", 'AD', ""Parkinson's disease"", 'PD', 'Amyotrophic lateral sclerosis', 'ALS', ""Huntington's disease"", 'HD', 'NDs', 'NDs', 'NDs', 'NDs', 'NDs', 'ND', 'NDs']"
36880056,IBRO Neurosci Rep,"['Tyler SEB', 'Tyler LDK']",Pathways to healing: Plants with therapeutic potential for neurodegenerative diseases.,"Some of the greatest challenges in medicine are the neurodegenerative diseases (NDs), which remain without a cure and mostly progress to death. A companion study employed a toolkit methodology to document 2001 plant species with ethnomedicinal uses for alleviating pathologies relevant to NDs, focusing on its relevance to Alzheimer's disease (AD). This study aimed to find plants with therapeutic bioactivities for a range of NDs. 1339 of the 2001 plant species were found to have a bioactivity from the literature of therapeutic relevance to NDs such as Parkinson's disease, Huntington's disease, AD, motor neurone diseases, multiple sclerosis, prion diseases, Neimann-Pick disease, glaucoma, Friedreich's ataxia and Batten disease. 43 types of bioactivities were found, such as reducing protein misfolding, neuroinflammation, oxidative stress and cell death, and promoting neurogenesis, mitochondrial biogenesis, autophagy, longevity, and anti-microbial activity. Ethno-led plant selection was more effective than random selection of plant species. Our findings indicate that ethnomedicinal plants provide a large resource of ND therapeutic potential. The extensive range of bioactivities validate the usefulness of the toolkit methodology in the mining of this data. We found that a number of the documented plants are able to modulate molecular mechanisms underlying various key ND pathologies, revealing a promising and even profound capacity to halt and reverse the processes of neurodegeneration.",[],[],"['neurodegenerative diseases', 'neurodegenerative diseases', 'NDs', 'death', 'NDs', ""Alzheimer's disease"", 'AD', 'NDs', 'NDs', ""Parkinson's disease"", ""Huntington's disease"", 'AD', 'motor neurone diseases', 'multiple sclerosis', 'prion diseases', 'Neimann-Pick disease', 'glaucoma', ""Friedreich's ataxia"", 'Batten disease', 'misfolding', 'neuroinflammation', 'death', 'ND', 'ND', 'neurodegeneration']"
36232693,Int J Mol Sci,"['Bazzani V', 'Equisoain Redin M', 'McHale J', 'Perrone L', 'Vascotto C']",Mitochondrial DNA Repair in Neurodegenerative Diseases and Ageing.,"Mitochondria are the only organelles, along with the nucleus, that have their own DNA. Mitochondrial DNA (mtDNA) is a double-stranded circular molecule of ~16.5 kbp that can exist in multiple copies within the organelle. Both strands are translated and encode for 22 tRNAs, 2 rRNAs, and 13 proteins. mtDNA molecules are anchored to the inner mitochondrial membrane and, in association with proteins, form a structure called nucleoid, which exerts a structural and protective function. Indeed, mitochondria have evolved mechanisms necessary to protect their DNA from chemical and physical lesions such as DNA repair pathways similar to those present in the nucleus. However, there are mitochondria-specific mechanisms such as rapid mtDNA turnover, fission, fusion, and mitophagy. Nevertheless, mtDNA mutations may be abundant in somatic tissue due mainly to the proximity of the mtDNA to the oxidative phosphorylation (OXPHOS) system and, consequently, to the reactive oxygen species (ROS) formed during ATP production. In this review, we summarise the most common types of mtDNA lesions and mitochondria repair mechanisms. The second part of the review focuses on the physiological role of mtDNA damage in ageing and the effect of mtDNA mutations in neurodegenerative disorders such as Alzheimer's and Parkinson's disease. Considering the central role of mitochondria in maintaining cellular homeostasis, the analysis of mitochondrial function is a central point for developing personalised medicine.",[],"['reactive oxygen species', 'ROS', 'ATP']","['Neurodegenerative Diseases', 'mtDNA lesions', 'neurodegenerative disorders', ""Alzheimer's and Parkinson's disease""]"
35889517,Molecules,"['Basile MS', 'Bramanti P', 'Mazzon E']",Inosine in Neurodegenerative Diseases: From the Bench to the Bedside.,"Neurodegenerative diseases, such as Alzheimer's disease (AD), Parkinson's disease (PD), amyotrophic lateral sclerosis (ALS), and multiple sclerosis (MS), currently represent major unmet medical needs. Therefore, novel therapeutic strategies are needed in order to improve patients' quality of life and prognosis. Since oxidative stress can be strongly involved in neurodegenerative diseases, the potential use of inosine, known for its antioxidant properties, in this context deserves particular attention. The protective action of inosine treatment could be mediated by its metabolite urate. Here, we review the current preclinical and clinical studies investigating the use of inosine in AD, PD, ALS, and MS. The most important properties of inosine seem to be its antioxidant action and its ability to raise urate levels and to increase energetic resources by improving ATP availability. Inosine appears to be generally safe and well tolerated; however, the possible formation of kidney stones should be monitored, and data on its effectiveness should be further explored since, so far, they have been controversial. Overall, inosine could be a promising potential strategy in the management of neurodegenerative diseases, and additional studies are needed in order to further investigate its safety and efficacy and its use as a complementary therapy along with other approved drugs.",[],"['Inosine', 'inosine', 'inosine', 'urate', 'inosine', 'inosine', 'urate', 'ATP', 'Inosine', 'inosine']","['Neurodegenerative Diseases', 'Neurodegenerative diseases', ""Alzheimer's disease"", 'AD', ""Parkinson's disease"", 'PD', 'amyotrophic lateral sclerosis', 'ALS', 'multiple sclerosis', 'MS', 'neurodegenerative diseases', 'AD', 'PD', 'ALS', 'MS', 'kidney stones', 'neurodegenerative diseases']"
34208136,Medicina (Kaunas),"['Sindona C', 'Schepici G', 'Contestabile V', 'Bramanti P', 'Mazzon E']",NOX2 Activation in COVID-19: Possible Implications for Neurodegenerative Diseases.,"Coronavirus disease 2019 (COVID-19) is a rapidly spreading contagious infectious disease caused by the pathogen severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), that primarily affects the respiratory tract as well as the central nervous system (CNS). SARS-CoV-2 infection occurs through the interaction of the viral protein Spike with the angiotensin II receptor (ACE 2), leading to an increase of angiotensin II and activation of nicotinamide adenine dinucleotide phosphate oxidase2 (NOX2), resulting in the release of both reactive oxygen species (ROS) and inflammatory molecules. The purpose of the review is to explain that SARS-CoV-2 infection can determine neuroinflammation that induces NOX2 activation in microglia. To better understand the role of NOX2 in inflammation, an overview of its involvement in neurodegenerative diseases (NDs) such as Parkinson's disease (PD), Alzheimer's disease (AD), and amyotrophic lateral sclerosis (ALS) is provided. To write this manuscript, we performed a PubMed search to evaluate the possible relationship of SARS-CoV-2 infection in NOX2 activation in microglia, as well as the role of NOX2 in NDs. Several studies highlighted that NOX2 activation in microglia amplifies neuroinflammation. To date, there is no clinical treatment capable of counteracting its activation, however, NOX2 could be a promising pharmaceutical target useful for both the treatment and prevention of NDs and COVID-19 treatment.","['NOX2', 'Spike', 'angiotensin II receptor', 'ACE 2', 'angiotensin II', 'nicotinamide adenine dinucleotide phosphate oxidase2', 'NOX2', 'NOX2', 'NOX2', 'NOX2', 'NOX2', 'NOX2', 'NOX2']","['reactive oxygen species', 'ROS']","['COVID-19', 'Neurodegenerative Diseases', 'Coronavirus disease 2019', 'COVID-19', 'infectious disease', 'SARS-CoV-2 infection', 'inflammatory', 'SARS-CoV-2 infection', 'neuroinflammation', 'inflammation', 'neurodegenerative diseases', 'NDs', ""Parkinson's disease"", 'PD', ""Alzheimer's disease"", 'AD', 'amyotrophic lateral sclerosis', 'ALS', 'SARS-CoV-2 infection', 'NDs', 'neuroinflammation', 'NDs', 'COVID-19']"
34925464,Front Genet,"['Ruffo P', 'Strafella C', 'Cascella R', 'Caputo V', 'Conforti FL', 'Andò S', 'Giardina E']","Deregulation of ncRNA in Neurodegenerative Disease: Focus on circRNA, lncRNA and miRNA in Amyotrophic Lateral Sclerosis.","Parallel and massive sequencing of total RNA samples derived from different samples are possible thanks to the use of NGS (Next Generation Sequencing) technologies. This allowed characterizing the transcriptomic profile of both cell and tissue populations, increasing the knowledge of the molecular pathological processes of complex diseases, such as neurodegenerative diseases (NDs). Among the NDs, Amyotrophic Lateral Sclerosis (ALS) is caused by the progressive loss of motor neurons (MNs), and, to date, the diagnosis is often made by exclusion because there is no specific symptomatologic picture. For this reason, it is important to search for biomarkers that are clinically useful for carrying out a fast and accurate diagnosis of ALS. Thanks to various studies, it has been possible to propose several molecular mechanisms associated with the disease, some of which include the action of non-coding RNA, including circRNAs, miRNAs, and lncRNAs which will be discussed in the present review. The evidence analyzed in this review highlights the importance of conducting studies to better characterize the different ncRNAs in the disease to use them as possible diagnostic, prognostic, and/or predictive biomarkers of ALS and other NDs.",[],[],"['Neurodegenerative Disease', 'Amyotrophic Lateral Sclerosis', 'neurodegenerative diseases', 'NDs', 'NDs', 'Amyotrophic Lateral Sclerosis', 'ALS', 'ALS', 'ALS', 'NDs']"
37027074,Cell Mol Neurobiol,"['Cecerska-Heryć E', 'Pękała M', 'Serwin N', 'Gliźniewicz M', 'Grygorcewicz B', 'Michalczyk A', 'Heryć R', 'Budkowska M', 'Dołęgowska B']",The Use of Stem Cells as a Potential Treatment Method for Selected Neurodegenerative Diseases: Review.,"Stem cells have been the subject of research for years due to their enormous therapeutic potential. Most neurological diseases such as multiple sclerosis (MS), amyotrophic lateral sclerosis (ALS), Alzheimer's disease (AD), Parkinson's disease (PD), and Huntington's disease (HD) are incurable or very difficult to treat. Therefore new therapies are sought in which autologous stem cells are used. They are often the patient's only hope for recovery or slowing down the progress of the disease symptoms. The most important conclusions arise after analyzing the literature on the use of stem cells in neurodegenerative diseases. The effectiveness of MSC cell therapy has been confirmed in ALS and HD therapy. MSC cells slow down ALS progression and show early promising signs of efficacy. In HD, they reduced huntingtin (Htt) aggregation and stimulation of endogenous neurogenesis. MS therapy with hematopoietic stem cells (HSCs) inducted significant recalibration of pro-inflammatory and immunoregulatory components of the immune system. iPSC cells allow for accurate PD modeling. They are patient-specific and therefore minimize the risk of immune rejection and, in long-term observation, did not form any tumors in the brain. Extracellular vesicles derived from bone marrow mesenchymal stromal cells (BM-MSC-EVs) and Human adipose-derived stromal/stem cells (hASCs) cells are widely used to treat AD. Due to the reduction of Abeta42 deposits and increasing the survival of neurons, they improve memory and learning abilities. Despite many animal models and clinical trial studies, cell therapy still needs to be refined to increase its effectiveness in the human body.","['huntingtin', 'Htt', 'Abeta42']",[],"['Neurodegenerative Diseases', 'neurological diseases', 'multiple sclerosis', 'MS', 'amyotrophic lateral sclerosis', 'ALS', ""Alzheimer's disease"", 'AD', ""Parkinson's disease"", 'PD', ""Huntington's disease"", 'HD', 'neurodegenerative diseases', 'ALS', 'HD', 'ALS', 'HD', 'MS', 'inflammatory', 'PD', 'tumors', 'AD']"
34527672,Front Cell Dev Biol,"['Zhou S', 'Yu X', 'Wang M', 'Meng Y', 'Song D', 'Yang H', 'Wang D', 'Bi J', 'Xu S']",Long Non-coding RNAs in Pathogenesis of Neurodegenerative Diseases.,"Emerging evidence addresses the link between the aberrant epigenetic regulation of gene expression and numerous diseases including neurological disorders, such as Alzheimer's disease (AD), Parkinson's disease (PD), amyotrophic lateral sclerosis (ALS), and Huntington's disease (HD). LncRNAs, a class of ncRNAs, have length of 200 nt or more, some of which crucially regulate a variety of biological processes such as epigenetic-mediated chromatin remodeling, mRNA stability, X-chromosome inactivation and imprinting. Aberrant regulation of the lncRNAs contributes to pathogenesis of many diseases, such as the neurological disorders at the transcriptional and post-transcriptional levels. In this review, we highlight the latest research progress on the contributions of some lncRNAs to the pathogenesis of neurodegenerative diseases via varied mechanisms, such as autophagy regulation, Abeta deposition, neuroinflammation, Tau phosphorylation and alpha-synuclein aggregation. Meanwhile, we also address the potential challenges on the lncRNAs-mediated epigenetic study to further understand the molecular mechanism of the neurodegenerative diseases.","['Abeta', 'Tau', 'alpha-synuclein']",[],"['Neurodegenerative Diseases', 'neurological disorders', ""Alzheimer's disease"", 'AD', ""Parkinson's disease"", 'PD', 'amyotrophic lateral sclerosis', 'ALS', ""Huntington's disease"", 'HD', 'neurological disorders', 'neurodegenerative diseases', 'neuroinflammation', 'neurodegenerative diseases']"
28703923,Brain Pathol,"['Guo F', 'Liu X', 'Cai H', 'Le W']",Autophagy in neurodegenerative diseases: pathogenesis and therapy.,"The most prevalent pathological features of many neurodegenerative diseases are the aggregation of misfolded proteins and the loss of certain neuronal populations. Autophagy, as major intracellular machinery for degrading aggregated proteins and damaged organelles, has been reported to be involved in the occurrence of pathological changes in many neurodegenerative disorders, including Alzheimer's disease, Parkinson's disease, Huntington's disease and amyotrophic lateral sclerosis. In this review, we summarize most recent research progress in this topic and provide a new perspective regarding autophagy regulation on the pathogenesis of neurodegenerative diseases. Finally, we discuss the signaling molecules in autophagy-related pathways as therapeutic targets for the treatment of these diseases.",[],[],"['neurodegenerative diseases', 'neurodegenerative diseases', 'neurodegenerative disorders', ""Alzheimer's disease"", ""Parkinson's disease"", ""Huntington's disease"", 'amyotrophic lateral sclerosis', 'neurodegenerative diseases']"
30214078,Nagoya J Med Sci,"['Katsuno M', 'Sahashi K', 'Iguchi Y', 'Hashizume A']",Preclinical progression of neurodegenerative diseases.,"Neurodegenerative diseases are disorders that are characterized by a progressive decline of the motor and/or cognitive function caused by a selective loss of neurons within the central nervous system. Recent advancements in the translational research have facilitated extensive insights into the molecular pathophysiology of neurodegenerative diseases. Nonetheless, a myriad of compounds that suppressed the disease progression in cellular and animal models did not exhibit efficacy in clinical trials. Perhaps, various biological, medical, and methodological factors could be attributed to unfavorable results of clinical trials of such disease-modifying therapies. Primarily, the fact that pathological changes at molecular and cellular levels precede the clinical onset by several years underscores a pressing need for the initiation of interventions before the emergence of neurological symptoms. Using exquisite biomarkers, recent studies revealed the preclinical and prodromal progression of pathophysiology, as well as compensatory brain responses in several neurodegenerative diseases. This review aims to discuss the recent advancement of biomarker studies on presymptomatic subjects and the perspective on a preventive trial of disease-modifying therapies for devastating neurological disorders.",[],[],"['neurodegenerative diseases', 'Neurodegenerative diseases', 'decline of the motor and/or cognitive function', 'neurodegenerative diseases', 'neurological symptoms', 'neurodegenerative diseases', 'neurological disorders']"
35653060,Neurotherapeutics,"['Boros BD', 'Schoch KM', 'Kreple CJ', 'Miller TM']",Antisense Oligonucleotides for the Study and Treatment of ALS.,"Amyotrophic lateral sclerosis (ALS) is a fatal neurodegenerative disease characterized by motor neuron loss. ALS is now associated with mutations in numerous genes, many of which cause disease in part through toxic gain-of-function mechanisms. Antisense oligonucleotides (ASOs) are small sequences of DNA that can reduce expression of a target gene at the post-transcriptional level, making them attractive for neutralizing mutant or toxic gene products. Advancements in the medicinal chemistries of ASOs have improved their pharmacodynamic profile to allow safe and effective delivery to the central nervous system. ASO therapies for ALS have rapidly developed over the last two decades, and ASOs that target SOD1, C9orf72, FUS, and ATXN2 are now in clinical trials for familial or sporadic forms of ALS. This review discusses the current state of ASO therapies for ALS, outlining their successes from preclinical development to early clinical trials.","['SOD1', 'C9orf72', 'FUS', 'ATXN2']","['Antisense Oligonucleotides', 'Antisense oligonucleotides', 'ASOs', 'ASOs', 'ASOs']","['ALS', 'Amyotrophic lateral sclerosis', 'ALS', 'neurodegenerative disease', 'motor neuron loss', 'ALS', 'ALS', 'ALS', 'ALS']"
32390854,Front Pharmacol,"['Shukla S', 'Tekwani BL']","Histone Deacetylases Inhibitors in Neurodegenerative Diseases, Neuroprotection and Neuronal Differentiation.","Histone deacetylases (HADC) are the enzymes that remove acetyl group from lysine residue of histones and non-histone proteins and regulate the process of transcription by binding to transcription factors and regulating fundamental cellular process such as cellular proliferation, differentiation and development. In neurodegenerative diseases, the histone acetylation homeostasis is greatly impaired, shifting towards a state of hypoacetylation. The histone hyperacetylation produced by direct inhibition of HDACs leads to neuroprotective actions. This review attempts to elaborate on role of small molecule inhibitors of HDACs on neuronal differentiation and throws light on the potential of HDAC inhibitors as therapeutic agents for treatment of neurodegenerative diseases. The role of HDACs in neuronal cellular and disease models and their modulation with HDAC inhibitors are also discussed. Significance of these HDAC inhibitors has been reviewed on the process of neuronal differentiation, neurite outgrowth and neuroprotection regarding their potential therapeutic application for treatment of neurodegenerative diseases.","['HDAC', 'HDAC', 'HDAC']",['lysine'],"['Neurodegenerative Diseases', 'neurodegenerative diseases', 'neurodegenerative diseases', 'neurodegenerative diseases']"
29331501,Drug Discov Today,"['Dervishi I', 'Ozdinler PH']",Incorporating upper motor neuron health in ALS drug discovery.,"Amyotrophic lateral sclerosis (ALS) is a complex disease, that affects the motor neuron circuitry. After consecutive failures in clinical trials for the past 20 years, edaravone was recently approved as the second drug for ALS. This generated excitement in the field revealed the need to improve preclinical assays for continued success. Here, we focus on the importance and relevance of upper motor neuron (UMN) pathology in ALS, and discuss how incorporation of UMN survival in preclinical assays will improve inclusion criteria for clinical trials and expedite the drug discovery effort in ALS and related motor neuron diseases.",[],['edaravone'],"['ALS', 'Amyotrophic lateral sclerosis', 'ALS', 'ALS', 'ALS', 'ALS', 'motor neuron diseases']"
34360966,Int J Mol Sci,"['Trudler D', 'Ghatak S', 'Lipton SA']",Emerging hiPSC Models for Drug Discovery in Neurodegenerative Diseases.,"Neurodegenerative diseases affect millions of people worldwide and are characterized by the chronic and progressive deterioration of neural function. Neurodegenerative diseases, such as Alzheimer's disease (AD), Parkinson's disease (PD), amyotrophic lateral sclerosis (ALS), and Huntington's disease (HD), represent a huge social and economic burden due to increasing prevalence in our aging society, severity of symptoms, and lack of effective disease-modifying therapies. This lack of effective treatments is partly due to a lack of reliable models. Modeling neurodegenerative diseases is difficult because of poor access to human samples (restricted in general to postmortem tissue) and limited knowledge of disease mechanisms in a human context. Animal models play an instrumental role in understanding these diseases but fail to comprehensively represent the full extent of disease due to critical differences between humans and other mammals. The advent of human-induced pluripotent stem cell (hiPSC) technology presents an advantageous system that complements animal models of neurodegenerative diseases. Coupled with advances in gene-editing technologies, hiPSC-derived neural cells from patients and healthy donors now allow disease modeling using human samples that can be used for drug discovery.",[],[],"['Neurodegenerative Diseases', 'Neurodegenerative diseases', 'deterioration of neural function', 'Neurodegenerative diseases', ""Alzheimer's disease"", 'AD', ""Parkinson's disease"", 'PD', 'amyotrophic lateral sclerosis', 'ALS', ""Huntington's disease"", 'HD', 'neurodegenerative diseases', 'neurodegenerative diseases']"
31263455,Front Endocrinol (Lausanne),"['Tatullo M', 'Codispoti B', 'Makeeva I', 'Benincasa C', 'Spagnuolo G']",From Mouth to Brain: Neuroendocrine Markers Play as a Crosstalk Among Oral and Neurodegenerative Diseases.,"The neuroendocrine system consists of various cells distributed in non-endocrine functional structures, able to synthesize amines and peptides with both local (paracrine) and systemic (endocrine) effects. The presence of such cells, belonging to the neuroendocrine system, is highlighted by the presence of neuroendocrine markers: the most suggestive are chromogranin A, synaptophysin, S-100B protein and glial fibrillary acidic protein. The presence of neuroendocrine markers is commonly associated to the occurrence of neuroendocrine cancers, currently representing the 0.5 percent of all malignant tumors. Nevertheless, neuroendocrine markers have been found to be overexpressed in rare oral neuroendocrine tumors, but also in quite common inflammatory conditions, such as severe periodontitis. The monitoring of neuroendocrine markers is, thus, a common factor of interest among dentistry and neurology: the analysis of neuroendocrine markers in oral diseases may be predictive and prognostic about the severity of neurological diseases, such as lateral amyotrophic sclerosis and traumatic brain injuries. The aim of this mini-review is to highlight the role of neuroendocrine molecules as advantageous diagnostic and prognostic markers for both oral diseases and neurodegenerative disorders.","['chromogranin A', 'synaptophysin', 'glial fibrillary acidic protein']",['amines'],"['Oral and Neurodegenerative Diseases', 'neuroendocrine cancers', 'malignant tumors', 'neuroendocrine tumors', 'inflammatory', 'periodontitis', 'oral diseases', 'neurological diseases', 'lateral amyotrophic sclerosis', 'traumatic brain injuries', 'oral diseases', 'neurodegenerative disorders']"
